Tile,Threshold,Month1,Month2,Month3,Month4,Month5,Month6,Month7,Month8,Month9,Month10,Month11,Month12
00N_000E,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00N_000E,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00N_000E,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00N_000E,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00N_000E,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00N_010E,90,195389.0,32585.0,51138.0,102005.0,197418.0,34199.0,53619.0,118318.0,199520.0,37476.0,55594.0,132326.0,201472.0,37796.0,59448.0,152829.0,202483.0,40019.0,66750.0,163397.0,205516.0,48497.0,82557.0,167075.0,208645.0,65393.0,96056.0,166824.0,212962.0,69703.0,109433.0,162320.0,217092.0,82200.0,110573.0,156318.0,215345.0,72481.0,96965.0,144576.0,203114.0,50761.0,73621.0,122541.0,199108.0,48108.0,70299.0,121994.0,196832.0,46548.0,68571.0,126902.0,197192.0,45232.0,67687.0,136203.0,197666.0,43368.0,63146.0,147513.0,198781.0,40062.0,68463.0,157536.0,200890.0,45974.0,80303.0,163861.0,203416.0,61190.0,96920.0,164128.0,205336.0,77829.0,111022.0,161931.0,207056.0,80171.0,105709.0,148365.0,208642.0,64066.0,85061.0,132692.0,220216.0,48584.0,66584.0,121421.0,243014.0,35843.0,61777.0,116135.0,254839.0,46296.0,67150.0,123164.0,260086.0,43942.0,66609.0,132814.0,256491.0,44461.0,64396.0,147583.0,39189.0,63940.0,160365.0,42637.0,72441.0,180471.0,52415.0,87801.0,206607.0,68846.0,101705.0,213578.0,74952.0,111489.0,217113.0,82854.0,121626.0,214359.0,83388.0,126282.0,78676.0,117981.0,65195.0,102891.0,66778.0,61305.0
00N_010E,80,217752.0,36175.0,56848.0,113660.0,220094.0,38141.0,59753.0,131730.0,222516.0,41703.0,61998.0,147161.0,224796.0,42289.0,66343.0,169819.0,225933.0,44607.0,74447.0,181605.0,229381.0,54201.0,91946.0,186025.0,232848.0,72623.0,106593.0,185803.0,237762.0,77155.0,121150.0,180756.0,242447.0,90863.0,122501.0,174296.0,240477.0,80139.0,107764.0,161335.0,227027.0,56860.0,82467.0,137238.0,222348.0,53755.0,78473.0,136480.0,219720.0,51883.0,76559.0,141899.0,220139.0,50565.0,75818.0,152393.0,220723.0,48702.0,70722.0,164884.0,221971.0,44911.0,76784.0,176011.0,224407.0,51599.0,90061.0,182937.0,227301.0,68651.0,108651.0,183236.0,229458.0,87285.0,124054.0,180690.0,231227.0,89304.0,117834.0,165396.0,233041.0,71574.0,94807.0,148141.0,245695.0,53874.0,74013.0,135464.0,271943.0,39876.0,68807.0,129681.0,285326.0,51485.0,74691.0,137590.0,291085.0,48822.0,74198.0,148571.0,287133.0,49683.0,72005.0,164991.0,43960.0,71628.0,179121.0,47901.0,81244.0,201510.0,58844.0,98566.0,231457.0,77432.0,114023.0,239505.0,83845.0,124508.0,243262.0,92424.0,135505.0,240299.0,92718.0,141437.0,88693.0,132748.0,73144.0,115279.0,74609.0,68956.0
00N_010E,70,249429.0,40911.0,64475.0,128996.0,252067.0,43359.0,67744.0,149535.0,254771.0,47055.0,70166.0,167224.0,257382.0,47858.0,75184.0,193537.0,258621.0,50510.0,84434.0,207576.0,262448.0,61524.0,104365.0,213022.0,266473.0,82337.0,121067.0,213096.0,272087.0,87562.0,138313.0,207323.0,277802.0,104144.0,140690.0,200092.0,275403.0,91380.0,123221.0,184437.0,259868.0,65089.0,94645.0,156660.0,254258.0,61457.0,89475.0,155118.0,250636.0,58593.0,86491.0,160736.0,251124.0,57118.0,85719.0,172850.0,251881.0,55147.0,79835.0,187460.0,253287.0,50636.0,86696.0,200776.0,256073.0,58327.0,102331.0,208913.0,259247.0,78220.0,123516.0,209376.0,261582.0,99227.0,141190.0,206471.0,263708.0,101728.0,134938.0,189151.0,265995.0,82854.0,109384.0,169798.0,280110.0,61844.0,84973.0,154427.0,312876.0,45410.0,78209.0,147073.0,328721.0,58176.0,84398.0,155551.0,335291.0,54917.0,83602.0,167832.0,330847.0,55896.0,80992.0,186783.0,49383.0,80828.0,203237.0,54194.0,91772.0,229410.0,66405.0,111414.0,266522.0,87575.0,129499.0,276511.0,95408.0,141676.0,281154.0,105183.0,154707.0,277918.0,106462.0,165232.0,105161.0,155699.0,84546.0,132764.0,85098.0,78802.0
00N_010E,60,259742.0,42536.0,67017.0,134234.0,262482.0,45019.0,70438.0,155536.0,265345.0,48947.0,73044.0,173967.0,268037.0,49890.0,78305.0,201308.0,269332.0,52599.0,87930.0,215965.0,273336.0,64120.0,108597.0,221728.0,277580.0,85629.0,125909.0,221904.0,283485.0,90972.0,143759.0,215886.0,289465.0,108255.0,146357.0,208481.0,286985.0,95031.0,128300.0,192116.0,270887.0,67878.0,98779.0,163277.0,264993.0,64079.0,93209.0,161578.0,261144.0,60919.0,89951.0,167379.0,261663.0,59374.0,89100.0,180072.0,262515.0,57386.0,83049.0,195252.0,264005.0,52707.0,90381.0,209181.0,266926.0,60902.0,106809.0,217685.0,270249.0,81669.0,128849.0,218238.0,272645.0,103511.0,147041.0,215165.0,274747.0,105774.0,140384.0,196991.0,277126.0,86244.0,113853.0,176900.0,291755.0,64292.0,88513.0,160915.0,326239.0,47358.0,81544.0,153280.0,342724.0,60593.0,87852.0,162085.0,349490.0,57100.0,86980.0,174909.0,344869.0,58144.0,84273.0,194583.0,51431.0,84191.0,211635.0,56517.0,95702.0,238855.0,69247.0,116217.0,277925.0,91378.0,135037.0,288384.0,99405.0,147444.0,293154.0,109280.0,160761.0,289740.0,110559.0,172248.0,109949.0,162604.0,88107.0,138345.0,88543.0,82112.0
00N_010E,50,268890.0,43933.0,69198.0,138791.0,271694.0,46441.0,72656.0,160829.0,274678.0,50443.0,75397.0,179926.0,277477.0,51511.0,80948.0,208210.0,278818.0,54398.0,91006.0,223551.0,282981.0,66461.0,112475.0,229579.0,287346.0,88650.0,130235.0,229778.0,293464.0,93991.0,148593.0,223463.0,299720.0,111965.0,151513.0,215885.0,297194.0,98391.0,132859.0,198928.0,280422.0,70245.0,102299.0,168950.0,274237.0,66322.0,96415.0,167123.0,270175.0,62931.0,92932.0,173109.0,270682.0,61311.0,92022.0,186319.0,271580.0,59251.0,85744.0,201995.0,273077.0,54409.0,93524.0,216468.0,276147.0,63094.0,110722.0,225312.0,279552.0,84680.0,133531.0,225875.0,281999.0,107350.0,152214.0,222644.0,284042.0,109213.0,145104.0,203630.0,286515.0,89245.0,117716.0,182922.0,301461.0,66376.0,91484.0,166210.0,337622.0,48985.0,84251.0,158340.0,354725.0,62516.0,90604.0,167364.0,361710.0,58808.0,89708.0,180624.0,356944.0,59996.0,86890.0,201033.0,53032.0,86902.0,218669.0,58404.0,98858.0,246715.0,71520.0,120084.0,287720.0,94519.0,139667.0,298567.0,102781.0,152371.0,303564.0,112813.0,165869.0,299979.0,113977.0,178368.0,114297.0,168758.0,91207.0,143215.0,91456.0,84949.0
